onset	duration	trial_type	taxonomy	behavior	task	repetition	response_time	mirror
280.0	2.0	insect_swimming	insect	swimming	behavior	none	none	no
284.0	2.0	ungulate_eating	ungulate	eating	behavior	none	none	no
288.0	2.0	reptile_fighting	reptile	fighting	behavior	none	none	no
292.0	2.0	primate_eating	primate	eating	behavior	none	none	yes
296.0	2.0	ungulate_running	ungulate	running	behavior	none	none	yes
300.0	2.0	bird_fighting	bird	fighting	behavior	none	none	no
304.0	2.0	insect_swimming	insect	swimming	behavior	none	none	no
308.0	2.0	reptile_fighting	reptile	fighting	behavior	none	none	yes
312.0	2.0	bird_eating	bird	eating	behavior	none	none	yes
316.0	2.0	ungulate_running	ungulate	running	behavior	none	none	yes
320.0	2.0	primate_running	primate	running	behavior	behavior	none	yes
324.0	2.0	insect_fighting	insect	fighting	behavior	none	-1.95704317093	yes
328.0	2.0	reptile_swimming	reptile	swimming	behavior	none	none	no
332.0	2.0	reptile_fighting	reptile	fighting	behavior	taxonomy	none	yes
336.0	2.0	insect_eating	insect	eating	behavior	none	none	no
340.0	2.0	primate_swimming	primate	swimming	behavior	none	none	yes
348.0	2.0	reptile_eating	reptile	eating	behavior	none	none	yes
352.0	2.0	primate_fighting	primate	fighting	behavior	none	none	no
356.0	2.0	ungulate_swimming	ungulate	swimming	behavior	none	none	yes
360.0	2.0	primate_eating	primate	eating	behavior	none	none	no
364.0	2.0	ungulate_fighting	ungulate	fighting	behavior	none	none	no
368.0	2.0	insect_eating	insect	eating	behavior	none	none	yes
372.0	2.0	primate_running	primate	running	behavior	none	none	no
376.0	2.0	ungulate_eating	ungulate	eating	behavior	none	none	no
